id,total_len,nb_groups,len_groups,max_len_group
6978_JoannaNova-UltraBlackItalic_fs_50_h_Layer 2,16,1,[16],16
6977_JoannaNova-UltraBlackItalic_fs_50_g_Layer 2,16,3,"[10, 3, 3]",10
6979_GillSansNova-Heavy_fs_50_i_Layer 2,10,2,"[5, 5]",5
697_AGaramondPro-SemiboldItalic_fs_50_O_Layer 2,12,2,"[5, 7]",7
6979_JoannaNova-UltraBlackItalic_fs_50_i_Layer 2,16,2,"[5, 11]",11
6980_JoannaNova-UltraBlackItalic_fs_50_j_Layer 2,16,2,"[5, 11]",11
6980_GillSansNova-Heavy_fs_50_j_Layer 2,14,2,"[5, 9]",9
697_Arial Black_fs_50_O_Layer 2,15,2,"[7, 8]",8
6982_GillSansNova-Heavy_fs_50_l_Layer 2,5,1,[5],5
6981_JoannaNova-UltraBlackItalic_fs_50_k_Layer 2,20,1,[20],20
6981_GillSansNova-Heavy_fs_50_k_Layer 2,15,1,[15],15
6982_JoannaNova-UltraBlackItalic_fs_50_l_Layer 2,9,1,[9],9
6983_GillSansNova-Heavy_fs_50_m_Layer 2,21,1,[21],21
6983_JoannaNova-UltraBlackItalic_fs_50_m_Layer 2,21,1,[21],21
6984_JoannaNova-UltraBlackItalic_fs_50_n_Layer 2,14,1,[14],14
6984_GillSansNova-Heavy_fs_50_n_Layer 2,14,1,[14],14
6985_GillSansNova-Heavy_fs_50_o_Layer 2,11,2,"[6, 5]",6
6985_JoannaNova-UltraBlackItalic_fs_50_o_Layer 2,8,2,"[5, 3]",5
6986_JoannaNova-UltraBlackItalic_fs_50_p_Layer 2,17,2,"[13, 4]",13
6987_GillSansNova-Heavy_fs_50_q_Layer 2,13,2,"[8, 5]",8
6986_GillSansNova-Heavy_fs_50_p_Layer 2,14,2,"[8, 6]",8
6988_JoannaNova-UltraBlackItalic_fs_50_r_Layer 2,12,1,[12],12
6989_GillSansNova-Heavy_fs_50_s_Layer 2,14,1,[14],14
6988_GillSansNova-Heavy_fs_50_r_Layer 2,9,1,[9],9
6987_JoannaNova-UltraBlackItalic_fs_50_q_Layer 2,15,2,"[11, 4]",11
6989_JoannaNova-UltraBlackItalic_fs_50_s_Layer 2,13,1,[13],13
6990_GillSansNova-Heavy_fs_50_t_Layer 2,14,1,[14],14
698_AGaramondPro-SemiboldItalic_fs_50_P_Layer 2,12,1,[12],12
698_Arial Black_fs_50_P_Layer 2,13,2,"[8, 5]",8
6991_GillSansNova-Heavy_fs_50_u_Layer 2,13,1,[13],13
6990_JoannaNova-UltraBlackItalic_fs_50_t_Layer 2,12,1,[12],12
6991_JoannaNova-UltraBlackItalic_fs_50_u_Layer 2,14,1,[14],14
6992_GillSansNova-Heavy_fs_50_v_Layer 2,8,1,[8],8
6992_JoannaNova-UltraBlackItalic_fs_50_v_Layer 2,12,1,[12],12
6993_GillSansNova-Heavy_fs_50_w_Layer 2,14,1,[14],14
6993_JoannaNova-UltraBlackItalic_fs_50_w_Layer 2,20,1,[20],20
6994_GillSansNova-Heavy_fs_50_x_Layer 2,12,1,[12],12
6995_GillSansNova-Heavy_fs_50_y_Layer 2,10,1,[10],10
6994_JoannaNova-UltraBlackItalic_fs_50_x_Layer 2,22,1,[22],22
6996_JoannaNova-UltraBlackItalic_fs_50_z_Layer 2,13,1,[13],13
6996_GillSansNova-Heavy_fs_50_z_Layer 2,9,1,[9],9
6995_JoannaNova-UltraBlackItalic_fs_50_y_Layer 2,14,1,[14],14
6997_GillSansNova-Heavy_fs_50_0_Layer 2,16,2,"[8, 8]",8
6997_JoannaNova-UltraBlackItalic_fs_50_0_Layer 2,8,2,"[5, 3]",5
6998_GillSansNova-Heavy_fs_50_1_Layer 2,8,1,[8],8
6999_GillSansNova-Heavy_fs_50_2_Layer 2,14,1,[14],14
6998_JoannaNova-UltraBlackItalic_fs_50_1_Layer 2,11,1,[11],11
6999_JoannaNova-UltraBlackItalic_fs_50_2_Layer 2,16,1,[16],16
699_Arial Black_fs_50_Q_Layer 2,18,2,"[9, 9]",9
699_AGaramondPro-SemiboldItalic_fs_50_Q_Layer 2,16,2,"[9, 7]",9
69_ACaslonPro-BoldItalic_fs_50_G_Layer 2,18,1,[18],18
6_ACaslonPro-Bold_fs_50_F_Layer 2,17,1,[17],17
69_AntiqueOli-Lig_fs_50_G_Layer 2,14,1,[14],14
6_AntiqueOli-Bol_fs_50_F_Layer 2,11,1,[11],11
7000_GillSansNova-Heavy_fs_50_3_Layer 2,18,1,[18],18
7000_JoannaNova-UltraBlackItalic_fs_50_3_Layer 2,16,1,[16],16
7001_GillSansNova-Heavy_fs_50_4_Layer 2,16,2,"[12, 4]",12
7001_JoannaNova-UltraBlackItalic_fs_50_4_Layer 2,14,1,[14],14
7002_GillSansNova-Heavy_fs_50_5_Layer 2,15,1,[15],15
7002_JoannaNova-UltraBlackItalic_fs_50_5_Layer 2,13,1,[13],13
7003_GillSansNova-Heavy_fs_50_6_Layer 2,13,2,"[8, 5]",8
7004_JoannaNova-UltraBlackItalic_fs_50_7_Layer 2,9,1,[9],9
7003_JoannaNova-UltraBlackItalic_fs_50_6_Layer 2,13,2,"[10, 3]",10
7004_GillSansNova-Heavy_fs_50_7_Layer 2,7,1,[7],7
7005_GillSansNova-Heavy_fs_50_8_Layer 2,22,3,"[12, 5, 5]",12
7006_JoannaNova-UltraBlackItalic_fs_50_9_Layer 2,13,2,"[10, 3]",10
7005_JoannaNova-UltraBlackItalic_fs_50_8_Layer 2,21,3,"[12, 3, 6]",12
7007_GillSansNova-HeavyItalic_fs_50_A_Layer 2,15,2,"[10, 5]",10
7006_GillSansNova-Heavy_fs_50_9_Layer 2,14,2,"[9, 5]",9
7008_RockwellStd-Bold_fs_50_B_Layer 2,22,3,"[13, 5, 4]",13
7008_GillSansNova-HeavyItalic_fs_50_B_Layer 2,18,3,"[8, 5, 5]",8
7009_GillSansNova-HeavyItalic_fs_50_C_Layer 2,12,1,[12],12
7007_RockwellStd-Bold_fs_50_A_Layer 2,26,2,"[21, 5]",21
7009_RockwellStd-Bold_fs_50_C_Layer 2,14,1,[14],14
7010_GillSansNova-HeavyItalic_fs_50_D_Layer 2,11,2,"[6, 5]",6
700_AGaramondPro-SemiboldItalic_fs_50_R_Layer 2,19,2,"[15, 4]",15
700_Arial Black_fs_50_R_Layer 2,17,2,"[11, 6]",11
7010_RockwellStd-Bold_fs_50_D_Layer 2,16,2,"[11, 5]",11
7011_GillSansNova-HeavyItalic_fs_50_E_Layer 2,13,1,[13],13
7011_RockwellStd-Bold_fs_50_E_Layer 2,21,1,[21],21
7012_GillSansNova-HeavyItalic_fs_50_F_Layer 2,11,1,[11],11
7012_RockwellStd-Bold_fs_50_F_Layer 2,19,1,[19],19
7013_GillSansNova-HeavyItalic_fs_50_G_Layer 2,16,1,[16],16
7013_RockwellStd-Bold_fs_50_G_Layer 2,16,1,[16],16
7014_GillSansNova-HeavyItalic_fs_50_H_Layer 2,13,1,[13],13
7015_RockwellStd-Bold_fs_50_I_Layer 2,13,1,[13],13
7014_RockwellStd-Bold_fs_50_H_Layer 2,29,1,[29],29
7015_GillSansNova-HeavyItalic_fs_50_I_Layer 2,6,1,[6],6
7016_GillSansNova-HeavyItalic_fs_50_J_Layer 2,10,1,[10],10
7016_RockwellStd-Bold_fs_50_J_Layer 2,12,1,[12],12
7017_GillSansNova-HeavyItalic_fs_50_K_Layer 2,13,1,[13],13
7018_GillSansNova-HeavyItalic_fs_50_L_Layer 2,7,1,[7],7
7017_RockwellStd-Bold_fs_50_K_Layer 2,24,1,[24],24
7018_RockwellStd-Bold_fs_50_L_Layer 2,15,1,[15],15
7019_GillSansNova-HeavyItalic_fs_50_M_Layer 2,16,1,[16],16
7019_RockwellStd-Bold_fs_50_M_Layer 2,29,1,[29],29
701_Arial Black_fs_50_S_Layer 2,19,1,[19],19
701_AGaramondPro-SemiboldItalic_fs_50_S_Layer 2,18,1,[18],18
7020_GillSansNova-HeavyItalic_fs_50_N_Layer 2,12,1,[12],12
7020_RockwellStd-Bold_fs_50_N_Layer 2,22,1,[22],22
7021_GillSansNova-HeavyItalic_fs_50_O_Layer 2,10,2,"[5, 5]",5
7022_GillSansNova-HeavyItalic_fs_50_P_Layer 2,12,2,"[8, 4]",8
7021_RockwellStd-Bold_fs_50_O_Layer 2,10,2,"[5, 5]",5
7023_GillSansNova-HeavyItalic_fs_50_Q_Layer 2,15,2,"[10, 5]",10
7022_RockwellStd-Bold_fs_50_P_Layer 2,18,2,"[14, 4]",14
7023_RockwellStd-Bold_fs_50_Q_Layer 2,18,2,"[11, 7]",11
7024_RockwellStd-Bold_fs_50_R_Layer 2,25,2,"[20, 5]",20
7024_GillSansNova-HeavyItalic_fs_50_R_Layer 2,16,2,"[11, 5]",11
7025_RockwellStd-Bold_fs_50_S_Layer 2,21,1,[21],21
7025_GillSansNova-HeavyItalic_fs_50_S_Layer 2,17,1,[17],17
7026_GillSansNova-HeavyItalic_fs_50_T_Layer 2,9,1,[9],9
7027_GillSansNova-HeavyItalic_fs_50_U_Layer 2,14,1,[14],14
7026_RockwellStd-Bold_fs_50_T_Layer 2,17,1,[17],17
7027_RockwellStd-Bold_fs_50_U_Layer 2,20,1,[20],20
7028_GillSansNova-HeavyItalic_fs_50_V_Layer 2,9,1,[9],9
7028_RockwellStd-Bold_fs_50_V_Layer 2,16,1,[16],16
7029_GillSansNova-HeavyItalic_fs_50_W_Layer 2,16,1,[16],16
702_Arial Black_fs_50_T_Layer 2,9,1,[9],9
702_AGaramondPro-SemiboldItalic_fs_50_T_Layer 2,13,1,[13],13
7029_RockwellStd-Bold_fs_50_W_Layer 2,24,1,[24],24
7030_RockwellStd-Bold_fs_50_X_Layer 2,21,1,[21],21
7030_GillSansNova-HeavyItalic_fs_50_X_Layer 2,15,1,[15],15
7031_GillSansNova-HeavyItalic_fs_50_Y_Layer 2,12,1,[12],12
7031_RockwellStd-Bold_fs_50_Y_Layer 2,19,1,[19],19
7032_GillSansNova-HeavyItalic_fs_50_Z_Layer 2,10,1,[10],10
7033_GillSansNova-HeavyItalic_fs_50_a_Layer 2,12,2,"[7, 5]",7
7032_RockwellStd-Bold_fs_50_Z_Layer 2,16,1,[16],16
7034_GillSansNova-HeavyItalic_fs_50_b_Layer 2,13,2,"[8, 5]",8
7033_RockwellStd-Bold_fs_50_a_Layer 2,17,2,"[13, 4]",13
7034_RockwellStd-Bold_fs_50_b_Layer 2,20,2,"[13, 7]",13
7035_GillSansNova-HeavyItalic_fs_50_c_Layer 2,12,1,[12],12
7037_GillSansNova-HeavyItalic_fs_50_e_Layer 2,12,2,"[8, 4]",8
7035_RockwellStd-Bold_fs_50_c_Layer 2,14,1,[14],14
7036_GillSansNova-HeavyItalic_fs_50_d_Layer 2,12,2,"[8, 4]",8
7036_RockwellStd-Bold_fs_50_d_Layer 2,18,2,"[12, 6]",12
7038_GillSansNova-HeavyItalic_fs_50_f_Layer 2,14,1,[14],14
7038_RockwellStd-Bold_fs_50_f_Layer 2,16,1,[16],16
7037_RockwellStd-Bold_fs_50_e_Layer 2,13,2,"[9, 4]",9
7039_GillSansNova-HeavyItalic_fs_50_g_Layer 2,22,3,"[14, 5, 3]",14
703_AGaramondPro-SemiboldItalic_fs_50_U_Layer 2,16,1,[16],16
703_Arial Black_fs_50_U_Layer 2,14,1,[14],14
7040_GillSansNova-HeavyItalic_fs_50_h_Layer 2,12,1,[12],12
7039_RockwellStd-Bold_fs_50_g_Layer 2,24,2,"[17, 7]",17
7040_RockwellStd-Bold_fs_50_h_Layer 2,18,1,[18],18
7041_RockwellStd-Bold_fs_50_i_Layer 2,14,2,"[5, 9]",9
7041_GillSansNova-HeavyItalic_fs_50_i_Layer 2,10,2,"[5, 5]",5
7042_GillSansNova-HeavyItalic_fs_50_j_Layer 2,14,2,"[5, 9]",9
7042_RockwellStd-Bold_fs_50_j_Layer 2,15,2,"[5, 10]",10
7043_GillSansNova-HeavyItalic_fs_50_k_Layer 2,12,1,[12],12
7043_RockwellStd-Bold_fs_50_k_Layer 2,19,1,[19],19
7044_GillSansNova-HeavyItalic_fs_50_l_Layer 2,5,1,[5],5
7045_GillSansNova-HeavyItalic_fs_50_m_Layer 2,16,1,[16],16
7044_RockwellStd-Bold_fs_50_l_Layer 2,9,1,[9],9
7045_RockwellStd-Bold_fs_50_m_Layer 2,29,1,[29],29
7046_GillSansNova-HeavyItalic_fs_50_n_Layer 2,13,1,[13],13
7046_RockwellStd-Bold_fs_50_n_Layer 2,16,1,[16],16
7047_GillSansNova-HeavyItalic_fs_50_o_Layer 2,10,2,"[5, 5]",5
7047_RockwellStd-Bold_fs_50_o_Layer 2,13,2,"[5, 8]",8
7048_GillSansNova-HeavyItalic_fs_50_p_Layer 2,17,2,"[13, 4]",13
7048_RockwellStd-Bold_fs_50_p_Layer 2,21,2,"[14, 7]",14
7049_GillSansNova-HeavyItalic_fs_50_q_Layer 2,13,2,"[8, 5]",8
704_AGaramondPro-SemiboldItalic_fs_50_V_Layer 2,13,1,[13],13
7049_RockwellStd-Bold_fs_50_q_Layer 2,20,2,"[14, 6]",14
704_Arial Black_fs_50_V_Layer 2,9,1,[9],9
7050_GillSansNova-HeavyItalic_fs_50_r_Layer 2,10,1,[10],10
7051_GillSansNova-HeavyItalic_fs_50_s_Layer 2,16,1,[16],16
7051_RockwellStd-Bold_fs_50_s_Layer 2,20,1,[20],20
7050_RockwellStd-Bold_fs_50_r_Layer 2,14,1,[14],14
7052_GillSansNova-HeavyItalic_fs_50_t_Layer 2,17,1,[17],17
7052_RockwellStd-Bold_fs_50_t_Layer 2,14,1,[14],14
7053_GillSansNova-HeavyItalic_fs_50_u_Layer 2,13,1,[13],13
7053_RockwellStd-Bold_fs_50_u_Layer 2,15,1,[15],15
7054_GillSansNova-HeavyItalic_fs_50_v_Layer 2,8,1,[8],8
7055_GillSansNova-HeavyItalic_fs_50_w_Layer 2,14,1,[14],14
7054_RockwellStd-Bold_fs_50_v_Layer 2,14,1,[14],14
7055_RockwellStd-Bold_fs_50_w_Layer 2,19,1,[19],19
7056_GillSansNova-HeavyItalic_fs_50_x_Layer 2,12,1,[12],12
7057_GillSansNova-HeavyItalic_fs_50_y_Layer 2,10,1,[10],10
7057_RockwellStd-Bold_fs_50_y_Layer 2,18,1,[18],18
7056_RockwellStd-Bold_fs_50_x_Layer 2,17,1,[17],17
7058_GillSansNova-HeavyItalic_fs_50_z_Layer 2,9,1,[9],9
7059_GillSansNova-HeavyItalic_fs_50_0_Layer 2,15,2,"[9, 6]",9
7058_RockwellStd-Bold_fs_50_z_Layer 2,15,1,[15],15
7059_RockwellStd-Bold_fs_50_0_Layer 2,16,2,"[8, 8]",8
705_AGaramondPro-SemiboldItalic_fs_50_W_Layer 2,25,1,[25],25
705_Arial Black_fs_50_W_Layer 2,16,1,[16],16
7060_GillSansNova-HeavyItalic_fs_50_1_Layer 2,7,1,[7],7
7060_RockwellStd-Bold_fs_50_1_Layer 2,12,1,[12],12
7061_GillSansNova-HeavyItalic_fs_50_2_Layer 2,12,1,[12],12
7061_RockwellStd-Bold_fs_50_2_Layer 2,18,1,[18],18
7062_GillSansNova-HeavyItalic_fs_50_3_Layer 2,18,1,[18],18
7063_GillSansNova-HeavyItalic_fs_50_4_Layer 2,17,2,"[12, 5]",12
7062_RockwellStd-Bold_fs_50_3_Layer 2,17,1,[17],17
7064_GillSansNova-HeavyItalic_fs_50_5_Layer 2,15,1,[15],15
7064_RockwellStd-Bold_fs_50_5_Layer 2,14,1,[14],14
7063_RockwellStd-Bold_fs_50_4_Layer 2,16,2,"[12, 4]",12
7066_RockwellStd-Bold_fs_50_7_Layer 2,14,1,[14],14
7065_GillSansNova-HeavyItalic_fs_50_6_Layer 2,15,2,"[10, 5]",10
7066_GillSansNova-HeavyItalic_fs_50_7_Layer 2,7,1,[7],7
7065_RockwellStd-Bold_fs_50_6_Layer 2,17,2,"[12, 5]",12
7067_RockwellStd-Bold_fs_50_8_Layer 2,19,3,"[9, 5, 5]",9
7067_GillSansNova-HeavyItalic_fs_50_8_Layer 2,21,3,"[11, 5, 5]",11
7068_GillSansNova-HeavyItalic_fs_50_9_Layer 2,14,2,"[9, 5]",9
7069_GillSansNova-Light_fs_50_A_Layer 2,11,2,"[7, 4]",7
7068_RockwellStd-Bold_fs_50_9_Layer 2,17,2,"[12, 5]",12
7069_RockwellStd-BoldCondensed_fs_50_A_Layer 2,22,2,"[17, 5]",17
706_AGaramondPro-SemiboldItalic_fs_50_X_Layer 2,17,1,[17],17
706_Arial Black_fs_50_X_Layer 2,13,1,[13],13
7071_GillSansNova-Light_fs_50_C_Layer 2,9,1,[9],9
7071_RockwellStd-BoldCondensed_fs_50_C_Layer 2,12,1,[12],12
7070_GillSansNova-Light_fs_50_B_Layer 2,20,3,"[9, 5, 6]",9
7070_RockwellStd-BoldCondensed_fs_50_B_Layer 2,20,3,"[12, 4, 4]",12
7073_GillSansNova-Light_fs_50_E_Layer 2,13,1,[13],13
7072_RockwellStd-BoldCondensed_fs_50_D_Layer 2,18,2,"[12, 6]",12
7072_GillSansNova-Light_fs_50_D_Layer 2,12,2,"[6, 6]",6
7073_RockwellStd-BoldCondensed_fs_50_E_Layer 2,21,1,[21],21
7074_GillSansNova-Light_fs_50_F_Layer 2,10,1,[10],10
7074_RockwellStd-BoldCondensed_fs_50_F_Layer 2,18,1,[18],18
7075_GillSansNova-Light_fs_50_G_Layer 2,13,1,[13],13
7075_RockwellStd-BoldCondensed_fs_50_G_Layer 2,18,1,[18],18
7076_GillSansNova-Light_fs_50_H_Layer 2,10,1,[10],10
7077_RockwellStd-BoldCondensed_fs_50_I_Layer 2,13,1,[13],13
7077_GillSansNova-Light_fs_50_I_Layer 2,6,1,[6],6
7076_RockwellStd-BoldCondensed_fs_50_H_Layer 2,21,1,[21],21
7078_GillSansNova-Light_fs_50_J_Layer 2,8,1,[8],8
7078_RockwellStd-BoldCondensed_fs_50_J_Layer 2,12,1,[12],12
7079_GillSansNova-Light_fs_50_K_Layer 2,12,1,[12],12
7079_RockwellStd-BoldCondensed_fs_50_K_Layer 2,20,2,"[11, 9]",11
707_AGaramondPro-SemiboldItalic_fs_50_Y_Layer 2,15,1,[15],15
707_Arial Black_fs_50_Y_Layer 2,12,1,[12],12
7080_GillSansNova-Light_fs_50_L_Layer 2,8,1,[8],8
7080_RockwellStd-BoldCondensed_fs_50_L_Layer 2,15,1,[15],15
7081_GillSansNova-Light_fs_50_M_Layer 2,14,1,[14],14
7081_RockwellStd-BoldCondensed_fs_50_M_Layer 2,17,1,[17],17
7082_GillSansNova-Light_fs_50_N_Layer 2,12,1,[12],12
7082_RockwellStd-BoldCondensed_fs_50_N_Layer 2,13,1,[13],13
7083_GillSansNova-Light_fs_50_O_Layer 2,10,2,"[5, 5]",5
7084_GillSansNova-Light_fs_50_P_Layer 2,13,2,"[7, 6]",7
7083_RockwellStd-BoldCondensed_fs_50_O_Layer 2,16,2,"[7, 9]",9
7084_RockwellStd-BoldCondensed_fs_50_P_Layer 2,17,2,"[13, 4]",13
7085_GillSansNova-Light_fs_50_Q_Layer 2,16,2,"[11, 5]",11
7086_GillSansNova-Light_fs_50_R_Layer 2,19,2,"[13, 6]",13
7086_RockwellStd-BoldCondensed_fs_50_R_Layer 2,15,2,"[11, 4]",11
7085_RockwellStd-BoldCondensed_fs_50_Q_Layer 2,20,2,"[12, 8]",12
7087_RockwellStd-BoldCondensed_fs_50_S_Layer 2,23,1,[23],23
7087_GillSansNova-Light_fs_50_S_Layer 2,17,1,[17],17
7088_RockwellStd-BoldCondensed_fs_50_T_Layer 2,17,1,[17],17
7088_GillSansNova-Light_fs_50_T_Layer 2,10,1,[10],10
7089_GillSansNova-Light_fs_50_U_Layer 2,14,1,[14],14
708_Arial Black_fs_50_Z_Layer 2,12,1,[12],12
708_AGaramondPro-SemiboldItalic_fs_50_Z_Layer 2,12,1,[12],12
7089_RockwellStd-BoldCondensed_fs_50_U_Layer 2,17,1,[17],17
7090_GillSansNova-Light_fs_50_V_Layer 2,12,1,[12],12
7091_GillSansNova-Light_fs_50_W_Layer 2,15,1,[15],15
7091_RockwellStd-BoldCondensed_fs_50_W_Layer 2,19,1,[19],19
7090_RockwellStd-BoldCondensed_fs_50_V_Layer 2,16,1,[16],16
7092_GillSansNova-Light_fs_50_X_Layer 2,13,1,[13],13
7093_RockwellStd-BoldCondensed_fs_50_Y_Layer 2,17,1,[17],17
7092_RockwellStd-BoldCondensed_fs_50_X_Layer 2,22,1,[22],22
7093_GillSansNova-Light_fs_50_Y_Layer 2,12,1,[12],12
7094_GillSansNova-Light_fs_50_Z_Layer 2,9,1,[9],9
7094_RockwellStd-BoldCondensed_fs_50_Z_Layer 2,15,1,[15],15
7095_RockwellStd-BoldCondensed_fs_50_a_Layer 2,19,2,"[14, 5]",14
7095_GillSansNova-Light_fs_50_a_Layer 2,18,2,"[13, 5]",13
7096_GillSansNova-Light_fs_50_b_Layer 2,13,2,"[7, 6]",7
7096_RockwellStd-BoldCondensed_fs_50_b_Layer 2,11,2,"[8, 3]",8
7098_GillSansNova-Light_fs_50_d_Layer 2,14,2,"[9, 5]",9
7097_GillSansNova-Light_fs_50_c_Layer 2,7,1,[7],7
7097_RockwellStd-BoldCondensed_fs_50_c_Layer 2,14,1,[14],14
7099_RockwellStd-BoldCondensed_fs_50_e_Layer 2,18,2,"[12, 6]",12
7099_GillSansNova-Light_fs_50_e_Layer 2,12,2,"[8, 4]",8
7098_RockwellStd-BoldCondensed_fs_50_d_Layer 2,13,2,"[10, 3]",10
709_AGaramondPro-SemiboldItalic_fs_50_a_Layer 2,18,1,[18],18
709_Arial Black_fs_50_a_Layer 2,17,2,"[13, 4]",13
70_ACaslonPro-BoldItalic_fs_50_H_Layer 2,22,1,[22],22
70_AntiqueOli-Lig_fs_50_H_Layer 2,16,1,[16],16
7100_GillSansNova-Light_fs_50_f_Layer 2,12,1,[12],12
7100_RockwellStd-BoldCondensed_fs_50_f_Layer 2,14,1,[14],14
7101_RockwellStd-BoldCondensed_fs_50_g_Layer 2,18,2,"[14, 4]",14
7101_GillSansNova-Light_fs_50_g_Layer 2,28,2,"[23, 5]",23
7102_RockwellStd-BoldCondensed_fs_50_h_Layer 2,19,1,[19],19
7102_GillSansNova-Light_fs_50_h_Layer 2,19,2,"[8, 11]",11
7103_GillSansNova-Light_fs_50_i_Layer 2,4,1,[4],4
7103_RockwellStd-BoldCondensed_fs_50_i_Layer 2,11,2,"[5, 6]",6
7104_GillSansNova-Light_fs_50_j_Layer 2,6,1,[6],6
7104_RockwellStd-BoldCondensed_fs_50_j_Layer 2,14,2,"[5, 9]",9
7105_GillSansNova-Light_fs_50_k_Layer 2,14,1,[14],14
7106_GillSansNova-Light_fs_50_l_Layer 2,4,1,[4],4
7105_RockwellStd-BoldCondensed_fs_50_k_Layer 2,16,1,[16],16
7106_RockwellStd-BoldCondensed_fs_50_l_Layer 2,12,1,[12],12
7107_RockwellStd-BoldCondensed_fs_50_m_Layer 2,22,1,[22],22
7107_GillSansNova-Light_fs_50_m_Layer 2,21,2,"[6, 15]",15
7108_RockwellStd-BoldCondensed_fs_50_n_Layer 2,21,1,[21],21
7108_GillSansNova-Light_fs_50_n_Layer 2,15,2,"[6, 9]",9
7109_RockwellStd-BoldCondensed_fs_50_o_Layer 2,11,2,"[8, 3]",8
7109_GillSansNova-Light_fs_50_o_Layer 2,10,2,"[5, 5]",5
710_AGaramondPro-SemiboldItalic_fs_50_b_Layer 2,13,2,"[10, 3]",10
710_Arial Black_fs_50_b_Layer 2,17,2,"[9, 8]",9
7110_GillSansNova-Light_fs_50_p_Layer 2,14,2,"[8, 6]",8
7110_RockwellStd-BoldCondensed_fs_50_p_Layer 2,13,2,"[10, 3]",10
7111_GillSansNova-Light_fs_50_q_Layer 2,13,2,"[8, 5]",8
7112_GillSansNova-Light_fs_50_r_Layer 2,12,2,"[7, 5]",7
7111_RockwellStd-BoldCondensed_fs_50_q_Layer 2,16,2,"[12, 4]",12
7112_RockwellStd-BoldCondensed_fs_50_r_Layer 2,11,1,[11],11
7113_GillSansNova-Light_fs_50_s_Layer 2,17,1,[17],17
7113_RockwellStd-BoldCondensed_fs_50_s_Layer 2,15,1,[15],15
7114_GillSansNova-Light_fs_50_t_Layer 2,15,1,[15],15
7114_RockwellStd-BoldCondensed_fs_50_t_Layer 2,12,1,[12],12
7115_GillSansNova-Light_fs_50_u_Layer 2,14,1,[14],14
7116_GillSansNova-Light_fs_50_v_Layer 2,9,1,[9],9
7115_RockwellStd-BoldCondensed_fs_50_u_Layer 2,16,1,[16],16
7116_RockwellStd-BoldCondensed_fs_50_v_Layer 2,11,1,[11],11
7117_GillSansNova-Light_fs_50_w_Layer 2,14,1,[14],14
7117_RockwellStd-BoldCondensed_fs_50_w_Layer 2,18,1,[18],18
7118_GillSansNova-Light_fs_50_x_Layer 2,12,1,[12],12
7118_RockwellStd-BoldCondensed_fs_50_x_Layer 2,15,1,[15],15
7119_GillSansNova-Light_fs_50_y_Layer 2,11,1,[11],11
7119_RockwellStd-BoldCondensed_fs_50_y_Layer 2,14,1,[14],14
711_Arial Black_fs_50_c_Layer 2,13,1,[13],13
711_AGaramondPro-SemiboldItalic_fs_50_c_Layer 2,12,1,[12],12
7120_GillSansNova-Light_fs_50_z_Layer 2,10,1,[10],10
7120_RockwellStd-BoldCondensed_fs_50_z_Layer 2,13,1,[13],13
7121_GillSansNova-Light_fs_50_0_Layer 2,16,2,"[8, 8]",8
7122_GillSansNova-Light_fs_50_1_Layer 2,6,1,[6],6
7121_RockwellStd-BoldCondensed_fs_50_0_Layer 2,13,2,"[8, 5]",8
7122_RockwellStd-BoldCondensed_fs_50_1_Layer 2,12,1,[12],12
7123_GillSansNova-Light_fs_50_2_Layer 2,14,1,[14],14
7123_RockwellStd-BoldCondensed_fs_50_2_Layer 2,16,1,[16],16
7124_GillSansNova-Light_fs_50_3_Layer 2,13,1,[13],13
7124_RockwellStd-BoldCondensed_fs_50_3_Layer 2,15,1,[15],15
7125_GillSansNova-Light_fs_50_4_Layer 2,16,2,"[12, 4]",12
7126_RockwellStd-BoldCondensed_fs_50_5_Layer 2,16,1,[16],16
7125_RockwellStd-BoldCondensed_fs_50_4_Layer 2,17,2,"[12, 5]",12
7126_GillSansNova-Light_fs_50_5_Layer 2,13,1,[13],13
7127_GillSansNova-Light_fs_50_6_Layer 2,15,2,"[10, 5]",10
7128_GillSansNova-Light_fs_50_7_Layer 2,8,1,[8],8
7128_RockwellStd-BoldCondensed_fs_50_7_Layer 2,15,1,[15],15
7127_RockwellStd-BoldCondensed_fs_50_6_Layer 2,16,2,"[13, 3]",13
712_AGaramondPro-SemiboldItalic_fs_50_d_Layer 2,16,2,"[13, 3]",13
7129_GillSansNova-Light_fs_50_8_Layer 2,17,3,"[5, 7, 5]",7
7129_RockwellStd-BoldCondensed_fs_50_8_Layer 2,18,3,"[8, 5, 5]",8
712_Arial Black_fs_50_d_Layer 2,16,2,"[11, 5]",11
7130_GillSansNova-Light_fs_50_9_Layer 2,15,2,"[10, 5]",10
7130_RockwellStd-BoldCondensed_fs_50_9_Layer 2,14,2,"[11, 3]",11
7131_GillSansNova-LightItalic_fs_50_A_Layer 2,14,2,"[9, 5]",9
7131_RockwellStd-BoldItalic_fs_50_A_Layer 2,24,2,"[19, 5]",19
7132_GillSansNova-LightItalic_fs_50_B_Layer 2,19,3,"[8, 5, 6]",8
7133_GillSansNova-LightItalic_fs_50_C_Layer 2,9,1,[9],9
7133_RockwellStd-BoldItalic_fs_50_C_Layer 2,14,1,[14],14
7132_RockwellStd-BoldItalic_fs_50_B_Layer 2,24,3,"[14, 5, 5]",14
