,id,total_len,nb_groups,len_groups,max_len_group
28747,13440_Layer 10,16,1,[16],16
28748,13440_Layer 11,12,1,[12],12
28750,13440_Layer 12,12,1,[12],12
28751,13440_Layer 13,14,1,[14],14
28752,13440_Layer 2,10,1,[10],10
28753,13440_Layer 3,6,1,[6],6
28754,13440_Layer 4,20,1,[20],20
28755,13440_Layer 5,16,1,[16],16
28756,13440_Layer 6,12,1,[12],12
28757,13440_Layer 7,14,1,[14],14
28759,13440_Layer 8,12,1,[12],12
28760,13441_Layer 2,6,1,[6],6
28761,13440_Layer 9,16,2,"[6, 10]",10
28762,13441_Layer 3,22,1,[22],22
28763,13441_Layer 6,8,1,[8],8
28764,13441_Layer 7,6,1,[6],6
28765,13441_Layer 8,8,1,[8],8
28766,13441_Layer 5,26,2,"[18, 8]",18
28767,13441_Layer 4,23,1,[23],23
28768,13441_Layer 9,16,2,"[8, 8]",8
28769,13442_Layer 2,12,1,[12],12
28770,13442_Layer 3,16,2,"[8, 8]",8
28771,13442_Layer 4,22,1,[22],22
28772,13442_Layer 5,10,1,[10],10
28774,13443_Layer 10,6,1,[6],6
28775,13443_Layer 11,6,1,[6],6
28776,13443_Layer 12,8,1,[8],8
28777,13442_Layer 6,12,1,[12],12
28778,13443_Layer 13,6,1,[6],6
28779,13442_Layer 7,16,1,[16],16
28780,13443_Layer 2,6,1,[6],6
28781,13443_Layer 14,6,1,[6],6
28782,13443_Layer 3,10,1,[10],10
28783,13443_Layer 5,14,1,[14],14
28784,13443_Layer 4,10,1,[10],10
28785,13443_Layer 6,22,1,[22],22
28786,13443_Layer 7,16,1,[16],16
28787,13443_Layer 8,22,1,[22],22
28788,13444_Layer 2,16,1,[16],16
28789,13443_Layer 9,24,2,"[18, 6]",18
28790,13444_Layer 3,24,2,"[16, 8]",16
28791,13445_Layer 13,8,1,[8],8
28792,13445_Layer 11,20,1,[20],20
28793,13445_Layer 14,10,1,[10],10
28794,13445_Layer 10,17,2,"[9, 8]",9
28795,13445_Layer 12,20,1,[20],20
28796,13445_Layer 2,10,1,[10],10
28797,13445_Layer 3,18,1,[18],18
28798,13445_Layer 5,22,1,[22],22
28799,13445_Layer 4,13,1,[13],13
28800,13445_Layer 6,20,2,"[12, 8]",12
28801,13445_Layer 7,20,2,"[12, 8]",12
28802,13446_Layer 10,15,1,[15],15
28803,13445_Layer 8,17,2,"[9, 8]",9
28804,13445_Layer 9,20,2,"[14, 6]",14
28805,13446_Layer 13,6,1,[6],6
28806,13446_Layer 14,12,1,[12],12
28807,13446_Layer 11,19,1,[19],19
28808,13446_Layer 12,18,1,[18],18
28809,13446_Layer 4,16,2,"[8, 8]",8
28810,13446_Layer 3,11,1,[11],11
28811,13446_Layer 2,11,1,[11],11
28812,13446_Layer 5,9,2,"[5, 4]",5
28813,13446_Layer 7,20,1,[20],20
28814,13446_Layer 6,21,1,[21],21
28815,13447_Layer 10,6,1,[6],6
28816,13447_Layer 12,8,1,[8],8
28817,13446_Layer 8,26,2,"[18, 8]",18
28818,13447_Layer 11,14,1,[14],14
28819,13446_Layer 9,16,2,"[12, 4]",12
28820,13447_Layer 13,12,1,[12],12
28821,13447_Layer 15,4,1,[4],4
28822,13447_Layer 14,8,1,[8],8
28823,13447_Layer 16,10,1,[10],10
28824,13447_Layer 18,10,1,[10],10
28825,13447_Layer 17,10,1,[10],10
28826,13447_Layer 2,8,1,[8],8
28827,13447_Layer 19,10,1,[10],10
28828,13447_Layer 20,8,1,[8],8
28829,13447_Layer 23,12,1,[12],12
28830,13447_Layer 21,8,1,[8],8
28831,13447_Layer 22,12,1,[12],12
28832,13447_Layer 24,16,1,[16],16
28833,13447_Layer 25,20,1,[20],20
28834,13447_Layer 28,16,1,[16],16
28835,13447_Layer 3,6,1,[6],6
28836,13447_Layer 27,12,1,[12],12
28837,13447_Layer 26,16,1,[16],16
28838,13447_Layer 29,12,1,[12],12
28839,13447_Layer 30,26,1,[26],26
28840,13447_Layer 31,22,1,[22],22
28841,13447_Layer 32,19,1,[19],19
28842,13447_Layer 35,19,2,"[9, 10]",10
28843,13447_Layer 34,11,1,[11],11
28844,13447_Layer 33,16,1,[16],16
28845,13447_Layer 36,24,2,"[18, 6]",18
28846,13447_Layer 4,10,1,[10],10
28847,13447_Layer 40,8,1,[8],8
28848,13447_Layer 41,8,1,[8],8
28849,13447_Layer 42,10,1,[10],10
28850,13447_Layer 38,26,1,[26],26
28851,13447_Layer 43,8,1,[8],8
28852,13447_Layer 44,10,1,[10],10
28853,13447_Layer 45,10,1,[10],10
28854,13447_Layer 39,22,1,[22],22
28855,13447_Layer 46,10,1,[10],10
28856,13447_Layer 37,26,2,"[18, 8]",18
28857,13447_Layer 5,8,1,[8],8
28858,13447_Layer 6,8,1,[8],8
28859,13447_Layer 48,12,1,[12],12
28860,13447_Layer 47,10,1,[10],10
28861,13447_Layer 49,10,1,[10],10
28862,13447_Layer 8,10,1,[10],10
28863,13447_Layer 9,10,1,[10],10
28864,13447_Layer 7,18,1,[18],18
28865,13448_Layer 10,6,1,[6],6
28866,13448_Layer 11,6,1,[6],6
28867,13448_Layer 12,8,1,[8],8
28868,13448_Layer 13,6,1,[6],6
28869,13448_Layer 14,6,1,[6],6
28870,13448_Layer 15,6,1,[6],6
28871,13448_Layer 17,8,1,[8],8
28872,13448_Layer 16,6,1,[6],6
28873,13448_Layer 18,6,1,[6],6
28874,13448_Layer 19,6,1,[6],6
28875,13448_Layer 20,6,1,[6],6
28876,13448_Layer 21,6,1,[6],6
28877,13448_Layer 22,8,1,[8],8
28878,13448_Layer 23,10,1,[10],10
28879,13448_Layer 24,10,1,[10],10
28880,13448_Layer 25,10,1,[10],10
28881,13448_Layer 26,6,1,[6],6
28882,13448_Layer 27,8,1,[8],8
28883,13448_Layer 2,12,1,[12],12
28884,13448_Layer 6,6,1,[6],6
28885,13448_Layer 7,6,1,[6],6
28886,13448_Layer 8,6,1,[6],6
28887,13448_Layer 9,6,1,[6],6
28888,13449_Layer 10,20,1,[20],20
28889,13449_Layer 11,16,1,[16],16
28890,13449_Layer 12,22,1,[22],22
28892,13449_Layer 2,8,1,[8],8
28893,13449_Layer 3,12,1,[12],12
28894,13448_Layer 4,27,1,[27],27
28895,13449_Layer 4,18,1,[18],18
28896,13449_Layer 5,12,1,[12],12
28897,13449_Layer 6,18,1,[18],18
28898,13449_Layer 8,12,1,[12],12
28899,13449_Layer 7,18,1,[18],18
28900,13450_Layer 3,6,1,[6],6
28902,13449_Layer 9,22,1,[22],22
28903,13451_Layer 2,8,1,[8],8
28904,13450_Layer 2,13,1,[13],13
28905,13451_Layer 3,14,1,[14],14
28906,13451_Layer 5,14,1,[14],14
28907,13451_Layer 4,13,1,[13],13
28908,13451_Layer 8,6,1,[6],6
28909,13451_Layer 6,20,2,"[14, 6]",14
28910,13451_Layer 7,14,2,"[6, 8]",8
28911,13451_Layer 9,8,1,[8],8
28912,13452_Layer 2,6,1,[6],6
28913,13452_Layer 10,6,1,[6],6
28914,13452_Layer 11,6,1,[6],6
28915,13452_Layer 3,14,1,[14],14
28916,13452_Layer 4,14,1,[14],14
28917,13452_Layer 6,16,1,[16],16
28918,13452_Layer 5,22,2,"[14, 8]",14
28919,13452_Layer 7,20,1,[20],20
28920,13452_Layer 8,22,2,"[14, 8]",14
28921,13452_Layer 9,24,2,"[16, 8]",16
28922,13454_Layer 2,6,1,[6],6
28923,13454_Layer 11,9,1,[9],9
28924,13454_Layer 3,10,1,[10],10
28925,13454_Layer 10,15,1,[15],15
28926,13454_Layer 12,22,2,"[16, 6]",16
28927,13454_Layer 4,12,1,[12],12
28928,13454_Layer 5,16,1,[16],16
28929,13454_Layer 7,14,1,[14],14
28930,13454_Layer 6,16,1,[16],16
28931,13454_Layer 8,14,1,[14],14
28932,13455_Layer 2,14,1,[14],14
28933,13455_Layer 3,20,2,"[12, 8]",12
28934,13455_Layer 5,8,1,[8],8
28936,13455_Layer 4,12,2,"[8, 4]",8
28937,13456_Layer 2,14,1,[14],14
28938,13455_Layer 6,10,1,[10],10
28939,13456_Layer 3,8,2,"[4, 4]",4
28940,13456_Layer 4,20,2,"[12, 8]",12
28941,13456_Layer 7,12,1,[12],12
28943,13456_Layer 5,16,2,"[12, 4]",12
28944,13457_Layer 2,14,1,[14],14
28945,13457_Layer 3,18,1,[18],18
28946,13457_Layer 6,16,1,[16],16
28947,13457_Layer 4,15,1,[15],15
28948,13457_Layer 5,12,1,[12],12
28950,13458_Layer 13,13,2,"[7, 6]",7
28951,13458_Layer 12,13,2,"[7, 6]",7
28952,13458_Layer 10,18,1,[18],18
28953,13458_Layer 16,10,1,[10],10
28954,13458_Layer 17,8,1,[8],8
28955,13458_Layer 18,8,1,[8],8
28956,13458_Layer 19,8,1,[8],8
28957,13458_Layer 2,8,1,[8],8
28958,13458_Layer 20,11,1,[11],11
28960,13458_Layer 21,10,1,[10],10
28961,13458_Layer 22,8,1,[8],8
28962,13458_Layer 23,10,1,[10],10
28963,13458_Layer 24,8,1,[8],8
28964,13458_Layer 3,10,1,[10],10
28966,13458_Layer 4,19,1,[19],19
28967,13458_Layer 5,19,1,[19],19
28968,13458_Layer 6,24,1,[24],24
28970,13458_Layer 8,13,1,[13],13
28971,13458_Layer 9,15,1,[15],15
28972,13459_Layer 10,15,2,"[9, 6]",9
28974,13459_Layer 12,26,1,[26],26
28975,13459_Layer 16,6,1,[6],6
28976,13459_Layer 17,10,1,[10],10
28977,13459_Layer 18,10,1,[10],10
28978,13459_Layer 19,10,1,[10],10
28979,13459_Layer 13,22,1,[22],22
28980,13459_Layer 2,8,1,[8],8
28982,13459_Layer 20,8,1,[8],8
28983,13459_Layer 22,10,1,[10],10
28984,13459_Layer 21,8,1,[8],8
28985,13459_Layer 23,10,1,[10],10
28986,13459_Layer 24,6,1,[6],6
28987,13459_Layer 25,8,1,[8],8
28988,13459_Layer 26,6,1,[6],6
28989,13459_Layer 27,6,1,[6],6
28990,13459_Layer 28,10,1,[10],10
28991,13459_Layer 29,6,1,[6],6
28993,13459_Layer 30,6,1,[6],6
28994,13459_Layer 3,6,1,[6],6
28995,13459_Layer 31,24,1,[24],24
28996,13459_Layer 4,16,1,[16],16
28999,13459_Layer 7,16,1,[16],16
29000,13459_Layer 8,19,2,"[13, 6]",13
29001,1345_Layer 2,12,1,[12],12
29002,13461_Layer 10,14,2,"[6, 8]",8
29003,13459_Layer 9,20,1,[20],20
29004,1345_Layer 3,18,2,"[12, 6]",12
29005,13461_Layer 11,12,1,[12],12
29007,13461_Layer 13,18,1,[18],18
29008,13461_Layer 2,8,1,[8],8
29009,13461_Layer 12,22,1,[22],22
29010,13461_Layer 3,12,1,[12],12
29011,13461_Layer 14,16,1,[16],16
29012,13461_Layer 4,14,1,[14],14
29013,13461_Layer 5,10,1,[10],10
29014,13461_Layer 6,18,1,[18],18
29015,13461_Layer 7,20,1,[20],20
29016,13461_Layer 8,26,2,"[18, 8]",18
29017,13461_Layer 9,18,1,[18],18
29018,13462_Layer 5,10,1,[10],10
29019,13462_Layer 4,10,1,[10],10
29020,13462_Layer 6,10,1,[10],10
29021,13462_Layer 2,21,1,[21],21
29023,13463_Layer 2,26,1,[26],26
29024,13463_Layer 4,18,1,[18],18
29025,13467_Layer 11,8,1,[8],8
29026,13467_Layer 12,6,1,[6],6
29027,13467_Layer 13,6,1,[6],6
29028,13467_Layer 14,8,1,[8],8
29029,13467_Layer 15,6,1,[6],6
29030,13467_Layer 10,9,2,"[5, 4]",5
29031,13463_Layer 3,15,2,"[9, 6]",9
29032,13467_Layer 17,8,1,[8],8
29033,13467_Layer 16,8,1,[8],8
29034,13467_Layer 18,8,1,[8],8
29035,13467_Layer 4,6,1,[6],6
29036,13467_Layer 2,6,1,[6],6
29037,13467_Layer 3,4,1,[4],4
29038,13467_Layer 6,14,1,[14],14
29039,13467_Layer 5,7,1,[7],7
29040,13467_Layer 7,9,1,[9],9
29041,13467_Layer 8,20,1,[20],20
29042,13468_Layer 10,24,2,"[14, 10]",14
29043,13468_Layer 11,10,2,"[4, 6]",6
29044,13468_Layer 13,8,1,[8],8
29045,13467_Layer 9,12,1,[12],12
29046,13468_Layer 14,8,1,[8],8
29047,13468_Layer 15,8,1,[8],8
29048,13468_Layer 16,6,1,[6],6
29049,13468_Layer 17,6,1,[6],6
29050,13468_Layer 18,6,1,[6],6
29051,13468_Layer 12,10,2,"[6, 4]",6
29052,13468_Layer 3,6,1,[6],6
29053,13468_Layer 2,8,1,[8],8
29054,13468_Layer 19,8,1,[8],8
29055,13468_Layer 20,8,1,[8],8
29056,13468_Layer 5,8,1,[8],8
29057,13468_Layer 6,10,1,[10],10
29058,13468_Layer 4,9,1,[9],9
29059,13468_Layer 7,8,1,[8],8
29060,13468_Layer 8,12,1,[12],12
29061,13468_Layer 9,10,1,[10],10
29062,13469_Layer 10,16,1,[16],16
29063,13469_Layer 13,6,1,[6],6
29064,13469_Layer 11,22,2,"[14, 8]",14
29065,13469_Layer 12,18,1,[18],18
29066,13469_Layer 14,12,1,[12],12
29067,13469_Layer 2,8,1,[8],8
29068,13469_Layer 3,6,1,[6],6
29069,13469_Layer 4,12,1,[12],12
29070,13469_Layer 6,8,1,[8],8
29071,13469_Layer 7,6,1,[6],6
29072,13469_Layer 5,6,1,[6],6
29073,1347_Layer 2,6,1,[6],6
29074,1346_Layer 2,22,2,"[14, 8]",14
29075,13469_Layer 8,10,1,[10],10
29076,13469_Layer 9,14,2,"[8, 6]",8
29077,1347_Layer 6,8,1,[8],8
29079,13480_Layer 2,10,1,[10],10
29080,13480_Layer 3,6,1,[6],6
29081,13480_Layer 4,16,1,[16],16
29082,13480_Layer 5,10,1,[10],10
29083,13480_Layer 6,16,1,[16],16
29085,13480_Layer 7,20,1,[20],20
29086,13480_Layer 8,14,1,[14],14
29087,13480_Layer 9,14,1,[14],14
29088,13485_Layer 10,10,1,[10],10
29089,13485_Layer 11,10,1,[10],10
29090,13485_Layer 12,6,1,[6],6
29091,13485_Layer 14,16,1,[16],16
29093,13485_Layer 15,14,1,[14],14
29094,13485_Layer 17,13,1,[13],13
29096,13485_Layer 16,26,1,[26],26
29097,13485_Layer 2,8,1,[8],8
29098,13485_Layer 3,5,1,[5],5
29099,13485_Layer 4,13,1,[13],13
29101,13485_Layer 6,21,2,"[12, 9]",12
29102,13485_Layer 5,22,1,[22],22
29103,13486_Layer 2,4,1,[4],4
29104,13486_Layer 3,8,1,[8],8
29105,13486_Layer 4,21,1,[21],21
29106,13485_Layer 7,21,2,"[15, 6]",15
29107,13485_Layer 8,26,2,"[20, 6]",20
29108,13486_Layer 6,16,1,[16],16
29109,13486_Layer 5,14,1,[14],14
29110,13486_Layer 7,13,2,"[6, 7]",7
29111,13486_Layer 8,22,2,"[17, 5]",17
29112,13485_Layer 9,24,2,"[18, 6]",18
29113,13487_Layer 11,23,1,[23],23
29114,13487_Layer 14,12,1,[12],12
29115,13487_Layer 15,8,1,[8],8
29116,13487_Layer 16,10,1,[10],10
29117,13487_Layer 12,18,2,"[12, 6]",12
29118,13487_Layer 10,17,1,[17],17
29119,13487_Layer 2,16,1,[16],16
29120,13487_Layer 3,10,1,[10],10
29121,13487_Layer 4,12,1,[12],12
29122,13487_Layer 5,14,1,[14],14
29123,13487_Layer 13,21,1,[21],21
29124,13487_Layer 18,18,1,[18],18
29125,13487_Layer 6,6,1,[6],6
29126,13487_Layer 7,10,1,[10],10
29127,13487_Layer 17,25,1,[25],25
29128,13487_Layer 8,13,1,[13],13
29129,13488_Layer 3,22,1,[22],22
29130,13488_Layer 4,10,1,[10],10
29131,13489_Layer 10,16,1,[16],16
29132,13489_Layer 11,12,1,[12],12
29133,13487_Layer 9,14,1,[14],14
29134,13489_Layer 12,14,1,[14],14
29135,13489_Layer 13,16,1,[16],16
29136,13489_Layer 15,21,1,[21],21
29137,13489_Layer 16,21,2,"[13, 8]",13
29138,13489_Layer 14,15,1,[15],15
29139,13489_Layer 19,6,1,[6],6
29140,13489_Layer 2,8,1,[8],8
29141,13489_Layer 20,6,1,[6],6
29142,13489_Layer 21,6,1,[6],6
29143,13489_Layer 17,27,2,"[20, 7]",20
29144,13489_Layer 3,8,1,[8],8
29145,13489_Layer 4,10,1,[10],10
29146,13489_Layer 22,23,1,[23],23
29147,13489_Layer 5,8,1,[8],8
29149,13489_Layer 6,14,1,[14],14
29150,13489_Layer 7,10,1,[10],10
29151,13489_Layer 8,10,1,[10],10
29152,13489_Layer 9,12,1,[12],12
29153,1348_Layer 2,6,1,[6],6
29154,1348_Layer 4,10,1,[10],10
29155,1348_Layer 5,10,1,[10],10
29156,1348_Layer 6,12,1,[12],12
29157,1348_Layer 8,8,1,[8],8
29159,13490_Layer 2,6,1,[6],6
29160,13490_Layer 3,10,1,[10],10
29161,1348_Layer 7,22,1,[22],22
29162,13490_Layer 4,10,1,[10],10
29163,13490_Layer 5,18,1,[18],18
29165,13490_Layer 6,17,1,[17],17
29166,13490_Layer 7,20,2,"[12, 8]",12
29167,13491_Layer 2,4,1,[4],4
29168,13490_Layer 9,18,2,"[14, 4]",14
29169,13490_Layer 8,23,2,"[17, 6]",17
29170,13491_Layer 3,10,1,[10],10
29171,13491_Layer 4,10,1,[10],10
29172,13491_Layer 5,15,1,[15],15
29173,13491_Layer 6,18,2,"[10, 8]",10
29175,13491_Layer 7,14,1,[14],14
29176,13491_Layer 8,15,1,[15],15
29177,13492_Layer 2,6,1,[6],6
29178,13492_Layer 10,17,2,"[11, 6]",11
29179,13492_Layer 3,9,1,[9],9
29180,13492_Layer 4,10,1,[10],10
29181,13492_Layer 5,20,2,"[12, 8]",12
29182,13492_Layer 11,19,1,[19],19
29183,13492_Layer 6,21,2,"[13, 8]",13
29184,13492_Layer 7,18,2,"[12, 6]",12
29185,13492_Layer 8,18,2,"[10, 8]",10
29186,13493_Layer 2,14,1,[14],14
29187,13493_Layer 3,14,1,[14],14
29188,13493_Layer 4,12,1,[12],12
29189,13493_Layer 6,12,2,"[6, 6]",6
29190,13493_Layer 5,18,2,"[12, 6]",12
29191,13493_Layer 7,14,2,"[6, 8]",8
29192,13494_Layer 2,6,1,[6],6
29193,13493_Layer 8,24,1,[24],24
29194,13494_Layer 3,8,1,[8],8
29195,13494_Layer 10,18,1,[18],18
29196,13494_Layer 4,6,1,[6],6
29197,13494_Layer 6,14,1,[14],14
29198,13494_Layer 7,14,1,[14],14
29199,13494_Layer 5,14,1,[14],14
29200,13494_Layer 9,8,1,[8],8
29201,13497_Layer 2,10,1,[10],10
29202,13495_Layer 2,24,1,[24],24
29203,13492_Layer 9,12,1,[12],12
29204,13494_Layer 8,16,2,"[12, 4]",12
29205,13497_Layer 4,8,1,[8],8
29206,13497_Layer 3,14,2,"[8, 6]",8
29207,13498_Layer 10,22,2,"[12, 10]",12
29208,13498_Layer 11,20,1,[20],20
29209,13498_Layer 12,14,2,"[6, 8]",8
29210,13498_Layer 13,22,2,"[14, 8]",14
29211,13498_Layer 16,8,1,[8],8
29212,13498_Layer 3,8,1,[8],8
29213,13498_Layer 2,8,1,[8],8
29214,13498_Layer 14,18,1,[18],18
29215,13498_Layer 4,10,1,[10],10
29217,13498_Layer 5,12,1,[12],12
29218,13498_Layer 6,16,1,[16],16
29219,13498_Layer 7,26,2,"[16, 10]",16
29220,13498_Layer 8,24,2,"[16, 8]",16
29221,13498_Layer 9,14,2,"[8, 6]",8
29222,13499_Layer 2,6,1,[6],6
29223,13499_Layer 3,8,1,[8],8
29224,13499_Layer 12,24,1,[24],24
29225,13499_Layer 11,20,2,"[14, 6]",14
29226,13499_Layer 10,20,2,"[14, 6]",14
29227,13499_Layer 4,10,1,[10],10
29228,13499_Layer 6,26,1,[26],26
29229,13499_Layer 5,18,1,[18],18
29230,13499_Layer 7,22,2,"[12, 10]",12
29231,13499_Layer 8,16,1,[16],16
29232,134_Layer 2,14,1,[14],14
29233,134_Layer 3,12,1,[12],12
29234,13499_Layer 9,22,3,"[10, 8, 4]",10
29235,1349_Layer 2,12,1,[12],12
29236,134_Layer 4,10,1,[10],10
29237,134_Layer 5,16,2,"[8, 8]",8
29238,134_Layer 7,6,1,[6],6
29239,134_Layer 6,20,1,[20],20
29240,13503_Layer 2,10,1,[10],10
29241,13503_Layer 10,16,2,"[10, 6]",10
29242,13503_Layer 11,26,1,[26],26
29243,13503_Layer 3,6,1,[6],6
29244,13503_Layer 4,6,1,[6],6
29245,13503_Layer 6,16,1,[16],16
29246,13503_Layer 7,10,2,"[4, 6]",6
29247,13503_Layer 5,6,1,[6],6
29248,13505_Layer 2,10,1,[10],10
29249,13503_Layer 8,10,1,[10],10
29250,13505_Layer 3,14,1,[14],14
29251,13503_Layer 9,22,2,"[16, 6]",16
29252,13505_Layer 4,8,2,"[4, 4]",4
29253,13507_Layer 2,10,1,[10],10
29254,13507_Layer 3,6,1,[6],6
29255,13507_Layer 5,22,2,"[10, 12]",12
29256,13507_Layer 4,16,2,"[12, 4]",12
29257,13509_Layer 2,13,1,[13],13
29258,13509_Layer 3,15,2,"[9, 6]",9
29259,13509_Layer 5,18,2,"[10, 8]",10
29260,13510_Layer 2,10,2,"[4, 6]",6
29261,13509_Layer 4,10,1,[10],10
29262,13510_Layer 3,18,2,"[12, 6]",12
29263,13510_Layer 4,18,1,[18],18
29264,13510_Layer 5,16,2,"[12, 4]",12
29265,13510_Layer 7,10,1,[10],10
29266,13511_Layer 2,8,1,[8],8
29267,13510_Layer 6,22,1,[22],22
29268,13511_Layer 3,8,1,[8],8
29269,13511_Layer 4,12,1,[12],12
29270,13509_Layer 6,15,1,[15],15
29271,13511_Layer 5,20,2,"[14, 6]",14
29272,13511_Layer 6,14,1,[14],14
29273,13511_Layer 7,18,2,"[10, 8]",10
29274,13511_Layer 8,14,1,[14],14
29275,13512_Layer 10,14,2,"[8, 6]",8
29276,13512_Layer 2,6,1,[6],6
29277,13512_Layer 3,6,1,[6],6
29278,13512_Layer 11,14,1,[14],14
29279,13512_Layer 4,6,1,[6],6
29280,13512_Layer 5,6,1,[6],6
29281,13512_Layer 6,8,1,[8],8
29282,13512_Layer 12,17,1,[17],17
29283,13512_Layer 7,14,1,[14],14
29284,13512_Layer 8,10,1,[10],10
29285,13513_Layer 2,10,1,[10],10
29286,13513_Layer 3,14,1,[14],14
29287,13512_Layer 9,14,1,[14],14
29288,13513_Layer 4,12,2,"[6, 6]",6
29289,13513_Layer 5,17,2,"[11, 6]",11
29290,13513_Layer 8,10,1,[10],10
29291,13513_Layer 7,10,2,"[5, 5]",5
29292,13513_Layer 6,18,1,[18],18
29293,13514_Layer 11,10,2,"[4, 6]",6
29294,13514_Layer 10,20,2,"[14, 6]",14
29295,13514_Layer 14,10,1,[10],10
29296,13514_Layer 15,8,1,[8],8
29297,13514_Layer 13,10,2,"[4, 6]",6
29298,13514_Layer 12,14,1,[14],14
29299,13514_Layer 16,6,1,[6],6
29300,13514_Layer 17,10,1,[10],10
29301,13514_Layer 18,8,1,[8],8
29302,13514_Layer 2,8,1,[8],8
29303,13514_Layer 19,12,1,[12],12
29304,13514_Layer 20,14,1,[14],14
29305,13514_Layer 21,20,2,"[12, 8]",12
29306,13514_Layer 3,6,1,[6],6
29307,13514_Layer 22,14,1,[14],14
29308,13514_Layer 23,20,1,[20],20
29309,13514_Layer 5,12,1,[12],12
29310,13514_Layer 4,12,1,[12],12
29311,13514_Layer 6,12,1,[12],12
29312,13514_Layer 7,20,2,"[10, 10]",10
29313,13515_Layer 2,8,1,[8],8
29314,13514_Layer 8,16,1,[16],16
29315,13514_Layer 9,16,2,"[8, 8]",8
29316,13515_Layer 3,14,1,[14],14
29317,13515_Layer 4,12,1,[12],12
29318,13515_Layer 5,18,2,"[14, 4]",14
29319,13515_Layer 6,14,1,[14],14
29320,13516_Layer 10,10,1,[10],10
29321,13515_Layer 7,24,2,"[14, 10]",14
29322,13516_Layer 11,10,1,[10],10
29323,13515_Layer 8,18,1,[18],18
29324,13516_Layer 12,10,1,[10],10
29325,13516_Layer 2,6,1,[6],6
29326,13516_Layer 13,16,1,[16],16
29327,13516_Layer 14,20,1,[20],20
29328,13516_Layer 15,22,2,"[14, 8]",14
29329,13516_Layer 3,10,1,[10],10
29330,13516_Layer 7,8,1,[8],8
29331,13516_Layer 5,20,2,"[10, 10]",10
29332,13516_Layer 8,8,1,[8],8
29333,13516_Layer 6,22,1,[22],22
29334,13516_Layer 4,9,1,[9],9
29335,13516_Layer 9,10,1,[10],10
29336,13517_Layer 3,14,1,[14],14
29337,13517_Layer 2,10,1,[10],10
29338,13517_Layer 4,16,2,"[10, 6]",10
29339,13518_Layer 2,12,1,[12],12
29340,13518_Layer 5,8,1,[8],8
29341,13519_Layer 10,12,1,[12],12
29342,13518_Layer 3,20,2,"[14, 6]",14
29343,13518_Layer 4,14,2,"[8, 6]",8
29344,13519_Layer 12,20,1,[20],20
29345,13519_Layer 11,26,2,"[16, 10]",16
29346,13519_Layer 13,12,2,"[6, 6]",6
29347,13519_Layer 14,16,2,"[10, 6]",10
29348,13519_Layer 15,12,1,[12],12
29349,13519_Layer 17,18,1,[18],18
29350,13519_Layer 16,18,2,"[12, 6]",12
29351,13519_Layer 19,6,1,[6],6
29352,13519_Layer 20,8,1,[8],8
29353,13519_Layer 2,8,1,[8],8
29354,13519_Layer 18,20,1,[20],20
29355,13519_Layer 21,10,1,[10],10
29356,13519_Layer 23,8,1,[8],8
29357,13519_Layer 24,10,1,[10],10
29358,13519_Layer 22,10,1,[10],10
29359,13519_Layer 25,8,1,[8],8
29360,13519_Layer 26,8,1,[8],8
29361,13519_Layer 27,8,1,[8],8
29362,13519_Layer 29,8,1,[8],8
29363,13519_Layer 28,12,1,[12],12
29364,13519_Layer 3,10,1,[10],10
29365,13519_Layer 30,14,1,[14],14
29366,13519_Layer 31,10,1,[10],10
29367,13519_Layer 32,12,1,[12],12
29368,13519_Layer 33,12,1,[12],12
29369,13519_Layer 34,12,1,[12],12
29370,13519_Layer 35,14,1,[14],14
29371,13519_Layer 4,8,1,[8],8
29372,13519_Layer 37,12,1,[12],12
29373,13519_Layer 6,6,1,[6],6
29374,13519_Layer 36,24,1,[24],24
29375,13519_Layer 5,8,1,[8],8
29376,13519_Layer 7,6,1,[6],6
29377,1351_Layer 2,12,1,[12],12
29378,13519_Layer 8,10,1,[10],10
29379,13519_Layer 9,10,1,[10],10
29380,13521_Layer 11,8,1,[8],8
29381,13521_Layer 12,16,1,[16],16
29382,13521_Layer 10,10,1,[10],10
29383,1351_Layer 3,12,1,[12],12
29384,13521_Layer 15,10,2,"[4, 6]",6
29385,13521_Layer 14,16,2,"[10, 6]",10
29386,13521_Layer 13,12,1,[12],12
29387,13521_Layer 16,18,1,[18],18
29388,13521_Layer 18,14,1,[14],14
29389,13521_Layer 2,6,1,[6],6
29390,13521_Layer 17,14,1,[14],14
29391,13521_Layer 20,10,1,[10],10
29392,13521_Layer 19,26,1,[26],26
29393,13521_Layer 22,8,1,[8],8
29394,13521_Layer 21,10,1,[10],10
29395,13521_Layer 24,10,1,[10],10
29396,13521_Layer 23,14,1,[14],14
29397,13521_Layer 26,8,1,[8],8
29398,13521_Layer 25,10,1,[10],10
29399,13521_Layer 27,8,1,[8],8
29400,13521_Layer 3,8,1,[8],8
29401,13521_Layer 28,16,1,[16],16
29402,13521_Layer 29,10,1,[10],10
29403,13521_Layer 30,12,1,[12],12
29404,13521_Layer 4,8,1,[8],8
29405,13521_Layer 5,8,1,[8],8
29406,13521_Layer 31,20,2,"[12, 8]",12
29407,13521_Layer 6,8,1,[8],8
29408,13521_Layer 8,10,1,[10],10
29409,13521_Layer 7,6,1,[6],6
29411,13521_Layer 9,10,1,[10],10
29412,13522_Layer 3,12,1,[12],12
29413,13522_Layer 2,12,1,[12],12
